StudentId,Gender,Major,Age,Country,Dates,Topic,Sentiment,Feedback,"Graduate Count=IF(C2=""Graduate"",COUNTIF($C$2:C2,""Graduate""),"""")",Undergraduate Count
20591402,Female,Graduate,22,Bangladesh,7/2/2024,Weather,Very Positive,Very Positive experience with weather.        ,1003,
10591842,Male,Undergraduate,18,Argentina,7/26/2024,Job Search,Very Positive,Very Positive experience with job search.        ,,1443
20591403,Female,Graduate,29,Ethiopia,7/29/2024,Social Life,Very Positive,Very Positive experience with social life.  ,1004,
10591843,Male,Undergraduate,20,Malaysia,8/3/2024,Social Life,Positive,Positive experience with social life.         ,,1444
10591844,Female,Undergraduate,25,China,8/5/2024,Language Barrier,Negative,Negative experience with language barrier.   ,,1445
20591404,Male,Graduate,19,Philippines,8/15/2024,Academic Pressure,Negative,Negative experience with academic pressure.  ,1005,
10591845,Female,Undergraduate,21,Singapore,9/14/2024,Social Life,Very Positive,Very Positive experience with social life.     ,,1446
20591405,Male,Graduate,24,United Arab Emirates,10/3/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.       ,1006,
10591846,Female,Undergraduate,20,United Kingdom,10/9/2024,Social Life,Very Negative,Very Negative experience with social life.    ,,1447
10591847,Male,Undergraduate,26,Bangladesh,10/12/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.    ,,1448
20591406,Female,Graduate,22,Algeria,11/2/2024,Tuition,Neutral,Neutral experience with tuition.       ,1007,
10591848,Male,Undergraduate,18,Brazil,11/18/2024,Social Life,Neutral,Neutral experience with social life.    ,,1449
20591407,Female,Graduate,27,Nepal,1/9/2024,Social Life,Neutral,Neutral experience with social life.     ,1008,
10591849,Male,Undergraduate,20,Poland,2/9/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.    ,,1450
10591850,Female,Undergraduate,25,Iran,2/15/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.      ,,1451
20591408,Male,Graduate,19,Nepal,2/16/2024,Housing,Neutral,Neutral experience with housing.      ,1009,
10591851,Female,Undergraduate,21,Russia,2/29/2024,Language Barrier,Negative,Negative experience with language barrier.    ,,1452
20591409,Male,Graduate,24,New Zealand,3/15/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.     ,1010,
10591852,Female,Undergraduate,20,Australia,3/18/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.   ,,1453
10591853,Male,Undergraduate,26,Singapore,3/27/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.    ,,1454
20591410,Female,Graduate,22,Netherlands,4/22/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.         ,1011,
10591854,Male,Undergraduate,18,Belgium,6/12/2024,Job Search,Positive,Positive experience with job search.     ,,1455
20591411,Female,Graduate,29,Nepal,6/15/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.   ,1012,
10591855,Male,Undergraduate,20,Argentina,7/9/2024,Tuition,Positive,Positive experience with tuition.       ,,1456
10591856,Female,Undergraduate,25,New Zealand,7/27/2024,Housing,Very Negative,Very Negative experience with housing.        ,,1457
20591412,Male,Graduate,19,Nigeria,8/3/2024,Academic Pressure,Positive,Positive experience with academic pressure.    ,1013,
10591857,Female,Undergraduate,21,Philippines,8/16/2024,Social Life,Positive,Positive experience with social life. ,,1458
20591413,Male,Graduate,24,Romania,8/26/2024,Tuition,Very Positive,Very Positive experience with tuition.    ,1014,
10591858,Female,Undergraduate,20,Canada,9/17/2024,Language Barrier,Positive,Positive experience with language barrier.  ,,1459
10591859,Male,Undergraduate,26,Ghana,9/25/2024,Tuition,Very Positive,Very Positive experience with tuition.     ,,1460
20591414,Female,Graduate,22,Sweden,9/26/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.        ,1015,
10591860,Male,Undergraduate,18,Belgium,10/1/2024,Housing,Very Positive,Very Positive experience with housing.       ,,1461
20591415,Female,Graduate,27,Sweden,10/10/2024,Weather,Very Positive,Very Positive experience with weather.        ,1016,
10591861,Male,Undergraduate,20,Czech Republic,1/5/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.  ,,1462
10591862,Female,Undergraduate,25,Sri Lanka,2/10/2024,Weather,Neutral,Neutral experience with weather.        ,,1463
20591416,Male,Graduate,22,Finland,2/27/2024,Housing,Negative,Negative experience with housing.   ,1017,
10591863,Female,Undergraduate,18,Romania,3/1/2024,Weather,Very Positive,Very Positive experience with weather.    ,,1464
20591417,Male,Graduate,27,Ukraine,3/6/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.   ,1018,
10591864,Female,Undergraduate,20,Singapore,3/26/2024,Weather,Negative,Negative experience with weather. ,,1465
10591865,Male,Undergraduate,25,United Kingdom,4/9/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.    ,,1466
20591418,Female,Graduate,19,Denmark,4/20/2024,Tuition,Negative,Negative experience with tuition.        ,1019,
10591866,Male,Undergraduate,21,Japan,5/2/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.       ,,1467
20591419,Female,Graduate,24,United Kingdom,5/3/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.  ,1020,
10591867,Male,Undergraduate,20,China,5/7/2024,Tuition,Positive,Positive experience with tuition.   ,,1468
10591868,Female,Undergraduate,26,Israel,5/16/2024,Job Search,Very Negative,Very Negative experience with job search.  ,,1469
20591420,Male,Graduate,22,United Arab Emirates,5/21/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.        ,1021,
10591869,Female,Undergraduate,18,China,6/5/2024,Tuition,Very Positive,Very Positive experience with tuition.      ,,1470
20591421,Male,Graduate,29,Turkey,6/8/2024,Cultural Differences,Negative,Negative experience with cultural differences.     ,1022,
10591870,Female,Undergraduate,20,Vietnam,6/25/2024,Social Life,Very Negative,Very Negative experience with social life.     ,,1471
10591871,Male,Undergraduate,25,Nepal,8/13/2024,Tuition,Neutral,Neutral experience with tuition.     ,,1472
20591422,Female,Graduate,19,United Kingdom,9/7/2024,Health Insurance,Neutral,Neutral experience with health insurance.     ,1023,
20591423,Male,Graduate,21,Algeria,9/17/2024,Cultural Differences,Positive,Positive experience with cultural differences.    ,1024,
10591872,Female,Undergraduate,24,Russia,11/7/2024,Job Search,Positive,Positive experience with job search.    ,,1473
20591424,Male,Graduate,20,Colombia,11/12/2024,Weather,Positive,Positive experience with weather.        ,1025,
10591873,Female,Undergraduate,26,Peru,1/8/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.        ,,1474
20591425,Male,Graduate,22,Bangladesh,2/7/2024,Housing,Very Negative,Very Negative experience with housing.  ,1026,
10591874,Female,Undergraduate,18,United States,2/10/2024,Academic Pressure,Positive,Positive experience with academic pressure.       ,,1475
10591875,Male,Undergraduate,27,Australia,2/14/2024,Tuition,Positive,Positive experience with tuition.        ,,1476
20591426,Female,Graduate,20,Turkey,2/19/2024,Housing,Very Negative,Very Negative experience with housing.   ,1027,
10591876,Male,Undergraduate,25,Egypt,2/24/2024,Job Search,Very Negative,Very Negative experience with job search.  ,,1477
20591427,Female,Graduate,19,South Korea,3/14/2024,Academic Pressure,Positive,Positive experience with academic pressure.      ,1028,
10591877,Male,Undergraduate,21,Austria,5/16/2024,Weather,Negative,Negative experience with weather.     ,,1478
20591428,Female,Graduate,24,Japan,5/23/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.        ,1029,
10591878,Male,Undergraduate,20,Finland,6/3/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.       ,,1479
20591429,Female,Graduate,26,Nepal,6/13/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.    ,1030,
10591879,Male,Undergraduate,22,Nigeria,6/21/2024,Language Barrier,Positive,Positive experience with language barrier.        ,,1480
20591430,Female,Graduate,18,China,6/27/2024,Housing,Very Positive,Very Positive experience with housing.        ,1031,
10591880,Male,Undergraduate,29,Romania,7/1/2024,Housing,Neutral,Neutral experience with housing.      ,,1481
10591881,Female,Undergraduate,20,Italy,8/9/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.     ,,1482
20591431,Male,Graduate,25,Nepal,9/10/2024,Language Barrier,Positive,Positive experience with language barrier.      ,1032,
10591882,Female,Undergraduate,19,Australia,1/1/2024,Cultural Differences,Positive,Positive experience with cultural differences.     ,,1483
20591432,Male,Graduate,21,Poland,2/13/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.    ,1033,
10591883,Female,Undergraduate,24,Algeria,2/17/2024,Health Insurance,Neutral,Neutral experience with health insurance.        ,,1484
10591884,Male,Undergraduate,20,United Kingdom,2/22/2024,Housing,Positive,Positive experience with housing.      ,,1485
20591433,Female,Graduate,26,Brazil,3/16/2024,Job Search,Neutral,Neutral experience with job search.      ,1034,
10591885,Male,Undergraduate,22,Portugal,3/30/2024,Weather,Neutral,Neutral experience with weather.    ,,1486
20591434,Female,Graduate,18,Nepal,5/8/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.  ,1035,
10591886,Male,Undergraduate,27,Philippines,5/9/2024,Social Life,Negative,Negative experience with social life.      ,,1487
10591887,Female,Undergraduate,26,India,6/12/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.        ,,1488
20591435,Male,Graduate,26,Algeria,6/28/2024,Social Life,Very Negative,Very Negative experience with social life.        ,1036,
10591888,Female,Undergraduate,26,Morocco,7/1/2024,Cultural Differences,Positive,Positive experience with cultural differences.        ,,1489
20591436,Male,Graduate,25,Iran,7/13/2024,Social Life,Neutral,Neutral experience with social life.        ,1037,
10591889,Female,Undergraduate,21,Kenya,7/15/2024,Housing,Very Negative,Very Negative experience with housing.     ,,1490
20591437,Male,Graduate,27,Italy,7/23/2024,Visa Issues,Neutral,Neutral experience with visa issues.    ,1038,
10591890,Female,Undergraduate,19,Germany,7/26/2024,Job Search,Neutral,Neutral experience with job search.  ,,1491
10591891,Male,Undergraduate,22,Malaysia,1/9/2024,Job Search,Negative,Negative experience with job search.       ,,1492
20591438,Female,Graduate,24,Brazil,1/12/2024,Visa Issues,Positive,Positive experience with visa issues.       ,1039,
10591892,Male,Undergraduate,20,Saudi Arabia,1/18/2024,Academic Pressure,Negative,Negative experience with academic pressure.        ,,1493
20591439,Female,Graduate,26,Saudi Arabia,1/25/2024,Housing,Very Positive,Very Positive experience with housing.        ,1040,
10591893,Male,Undergraduate,21,Ukraine,2/2/2024,Weather,Neutral,Neutral experience with weather.       ,,1494
10591894,Female,Undergraduate,23,Nepal,1/6/2024,Visa Issues,Negative,Negative experience with visa issues.        ,,1495
20591440,Male,Graduate,18,Italy,1/22/2024,Housing,Very Positive,Very Positive experience with housing.   ,1041,
10591895,Female,Undergraduate,29,Singapore,2/9/2024,Social Life,Very Negative,Very Negative experience with social life.  ,,1496
20591441,Male,Graduate,20,Sri Lanka,4/18/2024,Language Barrier,Negative,Negative experience with language barrier.   ,1042,
10591896,Female,Undergraduate,25,Italy,4/20/2024,Weather,Neutral,Neutral experience with weather.     ,,1497
10591897,Male,Undergraduate,19,Chile,4/29/2024,Health Insurance,Negative,Negative experience with health insurance.        ,,1498
20591442,Female,Graduate,22,United States,5/2/2024,Social Life,Very Positive,Very Positive experience with social life.        ,1043,
10591898,Male,Undergraduate,28,Saudi Arabia,6/11/2024,Social Life,Neutral,Neutral experience with social life.       ,,1499
20591443,Female,Graduate,20,Ethiopia,6/12/2024,Tuition,Neutral,Neutral experience with tuition.        ,1044,
10591899,Male,Undergraduate,26,Iran,7/9/2024,Language Barrier,Neutral,Neutral experience with language barrier.     ,,1500
10591900,Female,Undergraduate,19,Morocco,7/12/2024,Academic Pressure,Neutral,Neutral experience with academic pressure. ,,1501
20591444,Male,Graduate,21,United Kingdom,7/13/2024,Visa Issues,Neutral,Neutral experience with visa issues.    ,1045,
10591901,Female,Undergraduate,24,Nigeria,7/17/2024,Housing,Very Positive,Very Positive experience with housing.   ,,1502
20591445,Male,Graduate,18,China,7/30/2024,Language Barrier,Negative,Negative experience with language barrier.   ,1046,
10591902,Female,Undergraduate,27,Portugal,8/2/2024,Job Search,Neutral,Neutral experience with job search.    ,,1503
10591903,Male,Undergraduate,20,Kenya,8/19/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.     ,,1504
20591446,Female,Graduate,21,Saudi Arabia,8/22/2024,Tuition,Negative,Negative experience with tuition.   ,1047,
10591904,Male,Undergraduate,25,Singapore,8/27/2024,Health Insurance,Positive,Positive experience with health insurance.        ,,1505
20591447,Female,Graduate,19,Turkey,9/2/2024,Job Search,Very Negative,Very Negative experience with job search.    ,1048,
10591905,Male,Undergraduate,28,Finland,9/20/2024,Social Life,Very Positive,Very Positive experience with social life.  ,,1506
10591906,Female,Undergraduate,20,Mexico,9/26/2024,Housing,Very Negative,Very Negative experience with housing.      ,,1507
20591448,Male,Graduate,26,Iran,10/7/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.      ,1049,
10591907,Female,Undergraduate,22,Poland,10/9/2024,Job Search,Very Negative,Very Negative experience with job search.       ,,1508
20591449,Male,Graduate,18,New Zealand,11/18/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.       ,1050,
10591908,Female,Undergraduate,29,Canada,12/25/2024,Health Insurance,Positive,Positive experience with health insurance.      ,,1509
10591909,Male,Undergraduate,20,Canada,2/20/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.        ,,1510
20591450,Female,Graduate,25,Belgium,2/24/2024,Housing,Negative,Negative experience with housing.      ,1051,
10591910,Male,Undergraduate,19,Poland,3/15/2024,Tuition,Very Negative,Very Negative experience with tuition.      ,,1511
20591451,Female,Graduate,21,New Zealand,3/18/2024,Language Barrier,Negative,Negative experience with language barrier.      ,1052,
10591911,Male,Undergraduate,24,Turkey,3/25/2024,Language Barrier,Neutral,Neutral experience with language barrier.     ,,1512
10591912,Female,Undergraduate,20,Italy,3/26/2024,Weather,Very Positive,Very Positive experience with weather.    ,,1513
20591452,Male,Graduate,26,United Kingdom,4/11/2024,Housing,Very Positive,Very Positive experience with housing.    ,1053,
10591913,Female,Undergraduate,22,India,4/24/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.     ,,1514
20591453,Male,Graduate,18,Bangladesh,5/8/2024,Language Barrier,Negative,Negative experience with language barrier.      ,1054,
10591914,Female,Undergraduate,27,Argentina,5/17/2024,Housing,Neutral,Neutral experience with housing.       ,,1515
10591915,Male,Undergraduate,20,Ethiopia,6/11/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.   ,,1516
20591454,Female,Graduate,25,Malaysia,6/17/2024,Weather,Negative,Negative experience with weather.      ,1055,
10591916,Male,Undergraduate,19,China,6/26/2024,Language Barrier,Positive,Positive experience with language barrier.        ,,1517
20591455,Female,Graduate,21,Philippines,7/10/2024,Housing,Positive,Positive experience with housing.    ,1056,
10591917,Male,Undergraduate,24,Singapore,8/10/2024,Housing,Very Negative,Very Negative experience with housing.      ,,1518
10591918,Female,Undergraduate,20,United Arab Emirates,8/29/2024,Language Barrier,Negative,Negative experience with language barrier.   ,,1519
20591456,Male,Graduate,26,United Kingdom,9/5/2024,Health Insurance,Neutral,Neutral experience with health insurance.        ,1057,
10591919,Female,Undergraduate,22,Bangladesh,9/12/2024,Housing,Very Positive,Very Positive experience with housing.       ,,1520
20591457,Male,Graduate,18,Algeria,9/16/2024,Housing,Very Positive,Very Positive experience with housing.        ,1058,
10591920,Female,Undergraduate,29,Brazil,12/20/2024,Tuition,Negative,Negative experience with tuition.     ,,1521
10591921,Male,Undergraduate,20,Nepal,9/28/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.   ,,1522
20591458,Female,Graduate,25,Poland,10/1/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.     ,1059,
10591922,Male,Undergraduate,19,Iran,10/5/2024,Visa Issues,Negative,Negative experience with visa issues.       ,,1523
20591459,Female,Graduate,21,Nepal,10/9/2024,Job Search,Neutral,Neutral experience with job search.       ,1060,
10591923,Male,Undergraduate,24,Russia,10/11/2024,Job Search,Negative,Negative experience with job search.       ,,1524
10591924,Female,Undergraduate,20,New Zealand,10/17/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.  ,,1525
20591460,Male,Graduate,26,Australia,10/26/2024,Housing,Very Negative,Very Negative experience with housing.       ,1061,
10591925,Female,Undergraduate,22,Singapore,11/15/2024,Housing,Very Negative,Very Negative experience with housing.      ,,1526
20591461,Male,Graduate,18,Netherlands,11/28/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.  ,1062,
10591926,Female,Undergraduate,29,Belgium,12/7/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.    ,,1527
10591927,Male,Undergraduate,20,Nepal,9/24/2024,Job Search,Very Positive,Very Positive experience with job search.       ,,1528
20591462,Female,Graduate,25,Argentina,10/17/2024,Housing,Very Negative,Very Negative experience with housing.  ,1063,
10591928,Male,Undergraduate,19,New Zealand,11/1/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.       ,,1529
20591463,Female,Graduate,21,Nigeria,11/13/2024,Health Insurance,Positive,Positive experience with health insurance.   ,1064,
10591929,Male,Undergraduate,24,Philippines,11/19/2024,Health Insurance,Positive,Positive experience with health insurance.   ,,1530
10591930,Female,Undergraduate,20,Romania,11/29/2024,Tuition,Neutral,Neutral experience with tuition.     ,,1531
20591464,Male,Graduate,26,Canada,12/12/2024,Cultural Differences,Negative,Negative experience with cultural differences.    ,1065,
10591931,Female,Undergraduate,22,Ghana,12/24/2024,Weather,Very Negative,Very Negative experience with weather. ,,1532
20591465,Male,Graduate,18,Sweden,12/26/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.       ,1066,
10591932,Female,Undergraduate,27,Belgium,11/13/2024,Housing,Very Positive,Very Positive experience with housing.    ,,1533
10591933,Male,Undergraduate,20,Sweden,11/28/2024,Weather,Very Negative,Very Negative experience with weather.   ,,1534
20591466,Female,Graduate,25,Czech Republic,12/9/2024,Social Life,Very Negative,Very Negative experience with social life.      ,1067,
10591934,Male,Undergraduate,19,Sri Lanka,12/18/2024,Weather,Negative,Negative experience with weather.  ,,1535
20591467,Female,Graduate,21,Finland,10/25/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.      ,1068,
10591935,Male,Undergraduate,24,Romania,11/5/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.        ,,1536
10591936,Female,Undergraduate,20,Ukraine,12/2/2024,Tuition,Very Positive,Very Positive experience with tuition.   ,,1537
20591468,Male,Graduate,26,Singapore,12/10/2024,Housing,Negative,Negative experience with housing.   ,1069,
10591937,Female,Undergraduate,22,United Kingdom,11/21/2024,Language Barrier,Positive,Positive experience with language barrier.   ,,1538
20591469,Male,Graduate,18,Denmark,10/16/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.        ,1070,
10591938,Female,Undergraduate,29,Japan,2/1/2024,Housing,Neutral,Neutral experience with housing.       ,,1539
10591939,Male,Undergraduate,20,United Kingdom,2/9/2024,Academic Pressure,Positive,Positive experience with academic pressure.       ,,1540
20591470,Female,Graduate,25,Morocco,3/15/2024,Tuition,Negative,Negative experience with tuition.    ,1071,
10591940,Male,Undergraduate,19,Japan,3/22/2024,Weather,Negative,Negative experience with weather.     ,,1541
20591471,Female,Graduate,21,India,4/2/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.        ,1072,
10591941,Male,Undergraduate,24,Canada,4/27/2024,Social Life,Very Negative,Very Negative experience with social life.        ,,1542
10591942,Female,Undergraduate,20,Nigeria,5/1/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure. ,,1543
20591472,Male,Graduate,26,Australia,5/6/2024,Tuition,Very Positive,Very Positive experience with tuition.     ,1073,
10591943,Female,Undergraduate,22,China,5/16/2024,Social Life,Neutral,Neutral experience with social life.    ,,1544
20591473,Male,Graduate,18,Austria,5/18/2024,Job Search,Positive,Positive experience with job search.        ,1074,
10591944,Female,Undergraduate,27,Algeria,5/21/2024,Tuition,Positive,Positive experience with tuition.    ,,1545
10591945,Male,Undergraduate,20,Japan,6/5/2024,Tuition,Neutral,Neutral experience with tuition.       ,,1546
20591474,Female,Graduate,25,Mexico,6/13/2024,Cultural Differences,Positive,Positive experience with cultural differences.       ,1075,
10591946,Male,Undergraduate,19,Philippines,7/26/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.        ,,1547
20591475,Female,Graduate,21,Hungary,8/7/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.  ,1076,
10591947,Male,Undergraduate,24,Belgium,8/12/2024,Health Insurance,Neutral,Neutral experience with health insurance.      ,,1548
10591948,Female,Undergraduate,20,Australia,8/14/2024,Weather,Very Positive,Very Positive experience with weather.   ,,1549
20591476,Male,Graduate,26,Ethiopia,9/26/2024,Job Search,Neutral,Neutral experience with job search.    ,1077,
10591949,Female,Undergraduate,22,Brazil,10/10/2024,Cultural Differences,Positive,Positive experience with cultural differences.      ,,1550
20591477,Male,Graduate,18,Ireland,10/30/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.       ,1078,
10591950,Female,Undergraduate,29,Chile,11/23/2024,Weather,Negative,Negative experience with weather.   ,,1551
10591951,Male,Undergraduate,20,Nepal,11/27/2024,Tuition,Neutral,Neutral experience with tuition.      ,,1552
20591478,Female,Graduate,25,Thailand,12/30/2024,Visa Issues,Positive,Positive experience with visa issues.   ,1079,
10591952,Male,Undergraduate,19,Kenya,1/3/2024,Visa Issues,Positive,Positive experience with visa issues.      ,,1553
20591479,Female,Graduate,21,Peru,1/8/2024,Social Life,Positive,Positive experience with social life.   ,1080,
10591953,Male,Undergraduate,24,Indonesia,1/11/2024,Visa Issues,Positive,Positive experience with visa issues.  ,,1554
10591954,Female,Undergraduate,20,Sri Lanka,1/22/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.      ,,1555
20591480,Male,Graduate,26,Sweden,2/6/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.   ,1081,
10591955,Female,Undergraduate,22,Ukraine,2/7/2024,Housing,Very Positive,Very Positive experience with housing.     ,,1556
20591481,Male,Graduate,18,South Korea,2/28/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.    ,1082,
10591956,Female,Undergraduate,27,Russia,3/22/2024,Health Insurance,Positive,Positive experience with health insurance.      ,,1557
10591957,Male,Undergraduate,20,Pakistan,4/1/2024,Tuition,Very Negative,Very Negative experience with tuition.     ,,1558
20591482,Female,Graduate,25,Philippines,5/3/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.    ,1083,
10591958,Male,Undergraduate,19,Greece,5/6/2024,Cultural Differences,Negative,Negative experience with cultural differences.      ,,1559
20591483,Female,Graduate,21,Romania,6/4/2024,Job Search,Positive,Positive experience with job search.   ,1084,
10591959,Male,Undergraduate,24,Czech Republic,6/15/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.   ,,1560
10591960,Female,Undergraduate,20,Germany,6/25/2024,Job Search,Very Negative,Very Negative experience with job search.        ,,1561
20591484,Male,Graduate,26,Pakistan,6/29/2024,Weather,Negative,Negative experience with weather.       ,1085,
10591961,Female,Undergraduate,22,Norway,7/12/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.      ,,1562
20591485,Male,Graduate,18,New Zealand,7/13/2024,Housing,Neutral,Neutral experience with housing.   ,1086,
10591962,Female,Undergraduate,29,Belgium,8/16/2024,Tuition,Very Positive,Very Positive experience with tuition.       ,,1563
10591963,Male,Undergraduate,20,Morocco,8/24/2024,Visa Issues,Neutral,Neutral experience with visa issues.   ,,1564
20591486,Female,Graduate,25,Norway,9/4/2024,Job Search,Positive,Positive experience with job search.    ,1087,
20591487,Male,Graduate,19,Russia,9/6/2024,Job Search,Very Positive,Very Positive experience with job search.        ,1088,
10591964,Female,Undergraduate,21,United Arab Emirates,9/13/2024,Social Life,Negative,Negative experience with social life.   ,,1565
20591488,Male,Graduate,24,Switzerland,9/16/2024,Job Search,Very Negative,Very Negative experience with job search.      ,1089,
10591965,Female,Undergraduate,20,Germany,9/21/2024,Tuition,Positive,Positive experience with tuition.   ,,1566
20591489,Male,Graduate,26,India,1/1/2024,Weather,Very Negative,Very Negative experience with weather.   ,1090,
10591966,Female,Undergraduate,22,Nepal,1/2/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.     ,,1567
10591967,Male,Undergraduate,18,India,2/1/2024,Weather,Negative,Negative experience with weather.        ,,1568
20591490,Female,Graduate,27,Canada,2/9/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.       ,1091,
10591968,Male,Undergraduate,20,Finland,2/10/2024,Cultural Differences,Positive,Positive experience with cultural differences.        ,,1569
20591491,Female,Graduate,25,Spain,2/22/2024,Tuition,Positive,Positive experience with tuition.    ,1092,
10591969,Male,Undergraduate,19,Canada,3/5/2024,Job Search,Negative,Negative experience with job search.   ,,1570
20591492,Female,Graduate,21,Nepal,3/13/2024,Job Search,Very Negative,Very Negative experience with job search.        ,1093,
10591970,Male,Undergraduate,24,Portugal,4/5/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.    ,,1571
20591493,Female,Graduate,20,Poland,4/10/2024,Visa Issues,Positive,Positive experience with visa issues.      ,1094,
10591971,Male,Undergraduate,26,China,5/1/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.      ,,1572
20591494,Female,Graduate,22,Mexico,5/30/2024,Language Barrier,Negative,Negative experience with language barrier.     ,1095,
10591972,Male,Undergraduate,18,Iran,7/2/2024,Cultural Differences,Positive,Positive experience with cultural differences.        ,,1573
10591973,Female,Undergraduate,29,Ireland,7/26/2024,Language Barrier,Negative,Negative experience with language barrier.  ,,1574
20591495,Male,Graduate,20,Czech Republic,7/29/2024,Cultural Differences,Neutral,Neutral experience with cultural differences. ,1096,
10591974,Female,Undergraduate,25,Algeria,8/3/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.  ,,1575
20591496,Male,Graduate,19,United States,8/5/2024,Visa Issues,Negative,Negative experience with visa issues.      ,1097,
10591975,Female,Undergraduate,21,Hungary,8/15/2024,Tuition,Very Positive,Very Positive experience with tuition.     ,,1576
10591976,Male,Undergraduate,24,Australia,9/14/2024,Social Life,Negative,Negative experience with social life.    ,,1577
20591497,Female,Graduate,20,Sri Lanka,10/3/2024,Health Insurance,Neutral,Neutral experience with health insurance.   ,1098,
10591977,Male,Undergraduate,26,Switzerland,10/9/2024,Tuition,Negative,Negative experience with tuition.     ,,1578
20591498,Female,Graduate,22,Morocco,10/12/2024,Job Search,Neutral,Neutral experience with job search.        ,1099,
10591978,Male,Undergraduate,18,Turkey,11/2/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.    ,,1579
10591979,Female,Undergraduate,27,South Korea,11/18/2024,Social Life,Negative,Negative experience with social life.   ,,1580
20591499,Male,Graduate,26,Morocco,1/9/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.       ,1100,
10591980,Female,Undergraduate,20,Portugal,2/9/2024,Weather,Positive,Positive experience with weather. ,,1581
20591500,Male,Graduate,25,Brazil,2/15/2024,Health Insurance,Very Positive,Very Positive experience with health insurance.    ,1101,
10591981,Female,Undergraduate,21,United Kingdom,2/16/2024,Visa Issues,Positive,Positive experience with visa issues.   ,,1582
20591501,Male,Graduate,27,Chile,2/29/2024,Housing,Positive,Positive experience with housing.        ,1102,
10591982,Female,Undergraduate,19,Ireland,3/15/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.         ,,1583
10591983,Male,Undergraduate,22,Thailand,3/18/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.   ,,1584
20591502,Female,Graduate,24,Sri Lanka,3/27/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.    ,1103,
10591984,Male,Undergraduate,20,Italy,4/22/2024,Social Life,Negative,Negative experience with social life.  ,,1585
20591503,Female,Graduate,26,Sweden,6/12/2024,Social Life,Positive,Positive experience with social life. ,1104,
